MODEL,PROVENANCE_CLASS,POPA_R2,POPA_RMSE,POPA_BIAS,POPB_R2,POPB_RMSE,POPB_BIAS
ridge_stacker,V5_CORRECTED_REANALYSIS,-2.61615387472984,0.411539906205941,0.369942997433922,-5.27084955040772,0.462476615122435,0.433863779257003
