MODEL,STATUS,N,R2,RMSE,BIAS,MAE
ridge_stacker,TARGET_INFORMED_DIAGNOSTIC_SUBSET,236,-5.47206649438391,0.4698379277852,0.441569446723222,0.441569446723222
