r2,rmse,mae,bias,n,FOLD,HP_SPREAD,HP_LAMBDA
0.299214953119111,0.0743696798103219,0.0628916733559898,-0.026405685614458,78,1,0.5,1
0.387975618181901,0.0530759581479557,0.0438535983942683,-0.00829853255711627,78,2,0.5,10
0.681263992205078,0.0404359371829236,0.0322423549681742,0.00203806394419445,78,3,0.5,1
0.548756867659453,0.0650678305937554,0.0500968171783329,0.0445802505466554,78,4,0.5,10
0.658903371098479,0.0539571502401925,0.039003649425674,-0.0327899706829661,80,5,1,0.001
