mean_r2_popA,sd_r2_popA,min_r2_popA,max_r2_popA,mean_r2_popB,sd_r2_popB,n_seeds_r2A_positive
-2.24725343167211,0.689955628537718,-2.73306581051978,-1.45751224083592,0.439095393526795,0.0457960244342211,0
