MODEL,STATUS,N,R2,RMSE,BIAS
ridge_stacker,PED_CORRECTED_FULL_REANALYSIS,329,-2.73306581051978,0.418139625763559,0.376843848630797
direct_ridge,POST_HOC_SENSITIVITY,329,0.68309339996021,0.121829972212519,-0.0111759382501203
