MODEL,PROVENANCE_CLASS,POPA_R2,POPA_RMSE,POPA_BIAS,POPB_R2,POPB_RMSE,POPB_BIAS
ridge_stacker,PED_CORRECTED_FULL_REANALYSIS,-2.73306581051978,0.418139625763559,0.376843848630797,-5.47206649438391,0.4698379277852,0.441569446723222
