CLASSIFICATION,COUNT,PCT
PREDICTOR_AND_TARGET_EXACT,163,33.130081300813
PREDICTOR_EXACT,0,0
DEPTH_MATCH_ONLY,0,0
ROW_ID_COLLISION,0,0
NO_MATCH,329,66.869918699187
