r2,rmse,mae,bias,n,FOLD,HP_SPREAD,HP_LAMBDA
0.40732848845711,0.0683928221157803,0.0580165041671554,-0.0195728887415123,78,1,0.5,10
0.463792522095034,0.0496798086221187,0.0403911947245464,-0.00533709654111354,78,2,0.5,0.001
0.694262085119175,0.039602864377876,0.0317682335850498,0.00102015930189639,78,3,0.5,0.001
0.532485763413504,0.0662305627014299,0.0507497693756906,0.0463257419478887,78,4,0.5,0.001
0.665147863608192,0.0534609691769686,0.0387108429082429,-0.0326823120846726,80,5,1,0.001
